id,Medal,Beer Name,Brewery,City,County,State,Category,Year,Total Category Entries
2270,Bronze,Witte Ale,Brewery Ommegang,Cooperstown,Otsego,NY,Belgian Style Witbier,2017,78
2271,Bronze,Blackberry Table Sour,Baere Brewing Co.,Denver,Denver,CO,Berliner Style Weisse,2017,72
2272,Bronze,Mountain Series: Maibock,Breckenridge Brewery,Littleton,Arapahoe,CO,Bock,2017,36
2273,Bronze,Torch Pilsner,Foothills Brewing Co.,Winston - Salem,#N/A,NC,Bohemian Style Pilsener,2017,93
2274,Bronze,Touch of Brett Mosaic,Alesong Brewing & Blending,Eugene,Cole,OR,Brett Beer,2017,71
2275,Bronze,Man Full of Trouble,Dock Street Brewery,Philadelphia,Neshoba,PA,Brown Porter,2017,57
2276,Bronze,Dia de los Mangos,Beachwood Blendery,Long Beach,Los Angeles,CA,Chili Beer,2017,98
2277,Bronze,Tears of My Enemies,Monday Night Brewing,Atlanta,Columbia,GA,Chocolate Beer,2017,62
2278,Bronze,Annadel Pale Ale,Third Street Aleworks,Santa Rosa,Pima,CA,Classic English Style Pale Ale,2017,30
2279,Bronze,Boulder Stout,PT's Brewing Co.,Las Vegas,Clark,NV,Classic Irish Style Dry Stout,2017,30
2280,Bronze,One Arm Farmhouse Ale,Hobbs Tavern & Brewing Co.,West Ossipee,#N/A,NH,Classic Saison,2017,103
2281,Bronze,Stony Joe,Stony Creek Brewery,Branford,Suwannee,CT,Coffee Beer,2017,89
2282,Bronze,Kawi,Currahee Brewing Co.,Franklin,Macon,NC,Coffee Stout or Porter,2017,114
2283,Bronze,Lighter Than I Look,Figueroa Mountain Brewing,Buellton,Santa Barbara,CA,Dark Lager,2017,74
2284,Bronze,Northtown Native,Cinder Block Brewery,North Kansas City,Clay,MO,Dortmunder or German Style Oktoberfest,2017,56
2285,Bronze,Midwest Red IPA,Masthead Brewing Co.,Cleveland,Blount,OH,Double Red Ale,2017,72
2286,Bronze,Rogue River Brown,Rockford Brewing Co.,Rockford,Coosa,MI,English Style Brown Ale,2017,63
2287,Bronze,Jacaranda Rye IPA,Claremont Craft Ales,Claremont,Los Angeles,CA,English Style India Pale Ale,2017,41
2288,Bronze,Nemo,Bonn Place Brewing,Bethlehem,Barrow,PA,English Style Mild Ale,2017,44
2289,Bronze,Bright Ale,Half Full Brewery,Stamford,Fairfield,CT,English Style Summer Ale,2017,41
2290,Bronze,Hot Pink,Four Day Ray Brewing,Fishers,Hamilton,IN,Experimental Beer,2017,94
2291,Bronze,Black Rock Stout,Crossroads Brewing Co.,Athens,Limestone,NY,Export Stout,2017,48
2292,Bronze,Holler ESB,Holler Brewing Co.,Houston,Matanuska-Susitna,TX,Extra Special Bitter,2017,73
2293,Bronze,Spa Water Saison,Ohana Brewing Co.,Los Angeles,Los Angeles,CA,Field Beer,2017,87
2294,Bronze,Fresh As It Gets,Mother Earth Brew Co. - Nampa,Nampa,Canyon,ID,Fresh or Wet Hop Ale,2017,44
2295,Bronze,Paradise Now,Trim Tab Brewing,Birmingham,Jefferson,AL,Fruit Wheat Beer,2017,90
2296,Bronze,Breakside Passionfruit Sour Ale,Breakside Brewery & Taproom,Milwaukie,Clackamas,OR,Fruited American Style Sour Ale,2017,105
2297,Bronze,Riserva,Weyerbacher Brewing Co.,Easton,Fresno,PA,Fruited Wood  and Barrel Aged Sour Beer,2017,122
2298,Bronze,Little Red Cap,Grimm Brothers Brewhouse,Loveland,Larimer,CO,German Style Altbier,2017,53
2299,Bronze,Goldie's Big Bock,Lonerider Brewing Co.,Raleigh,Levy,NC,German Style Doppelbock or Eisbock,2017,51
2300,Bronze,Downhill Kölsch,Elk Mountain Brewing Co.,Parker,La Paz,CO,German Style Koelsch,2017,154
2301,Bronze,Oktoberfest,Beaver Island Brewing Co.,Saint Cloud,Osceola,MN,German Style Maerzen,2017,122
2302,Bronze,Pivo,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,German Style Pilsener,2017,145
2303,Bronze,Saint Arnold Weedwacker,Saint Arnold Brewing Co.,Houston,Matanuska-Susitna,TX,German Style Wheat Ale,2017,41
2304,Bronze,Co-Conspirator Apricot Sour,Revelation Craft Brewing Co.,Rehoboth Beach,Sussex,DE,Gluten Free Beer,2017,33
2305,Bronze,Blonde,Culture Brewing Co.,Solana Beach,San Diego,CA,Golden or Blonde Ale,2017,126
2306,Bronze,India Spring Honey Cream Ale,Broken Plow Brewery,Greeley,Weld,CO,Herb and Spice Beer,2017,145
2307,Bronze,Spring Gruit,The BottleHouse Brewery And Meadery,Cleveland,Blount,OH,Historical Beer,2017,40
2308,Bronze,Honey Please,Armadillo Ale Works,Denton,Jeff Davis,TX,Honey Beer,2017,69
2309,Bronze,Chux,Danville Brewing Co.,Danville,Yell,CA,Imperial India Pale Ale,2017,221
2310,Bronze,Jagged Shard,Boise Brewing,Boise,Ada,ID,Imperial Red Ale,2017,41
2311,Bronze,Duke Snider's Imperial Stout,Walking Tree Brewery,Vero Beach,Indian River,FL,Imperial Stout,2017,80
2312,Bronze,Riley's Irish Red,Packinghouse Brewing Co.,Riverside,St. Clair,CA,Irish Style Red Ale,2017,80
2313,Bronze,Pilsner,Marble Brewery - Production,Albuquerque,Bernalillo,NM,Kellerbier or Zwickelbier,2017,54
2314,Bronze,Passionfruit Gose,Perrin Brewing Co.,Comstock Park,Kent,MI,Leipzig Style Gose or Contemporary Gose,2017,96
2315,Bronze,Sun Grown,Sycamore Brewing,Charlotte,Clinton,NC,Light Lager,2017,45
2316,Bronze,CBC & Jester King's Cor Cordium,Cambridge Brewing Co.,Cambridge,Washington,MA,Mixed Culture Brett Beer,2017,65
2317,Bronze,Dunkel,Pug Ryan's Brewing Co.,Dillon,Summit,CO,Munich Style Dunkel or European Style Dark Lager,2017,47
2318,Bronze,Munich Light,Emmett's Brewing Co. - Wheaton,Wheaton,DuPage,IL,Munich Style Helles,2017,105
2319,Bronze,Fat Pug,Maplewood Brewing Co.,Chicago,Cook,IL,Oatmeal Stout,2017,57
2320,Bronze,Pilgrim's Dole,New Holland Brewing Co.,Holland,Faulkner,MI,Old Ale or Strong Ale,2017,43
2321,Bronze,Saint Arnold Amber Ale,Saint Arnold Brewing Co.,Houston,Matanuska-Susitna,TX,Ordinary or Special Bitter,2017,34
2322,Bronze,Cousin Stoopid,Stickman Brews,Royersford,Montgomery,PA,Other Belgian Style Ale,2017,42
2323,Bronze,Antwerp's Placebo,Batch Brewing Co.,Detroit,Lamar,MI,Other Strong Beer,2017,40
2324,Bronze,5 Phantoms Pumpkin Spice Barleywine,Philipsburg Brewing Co.,Philipsburg,Granite,MT,Pumpkin/Squash Beer or Pumpkin Spice Beer,2017,66
2325,Bronze,JFP,Rivertowne Pour House,Monroeville,Monroe,PA,Robust Porter,2017,97
2326,Bronze,Breakside Rye Curious?,Breakside Brewery,Portland,Ashley,OR,Rye Beer,2017,49
2327,Bronze,AleSmith Wee Heavy,AleSmith Brewing Co.,San Diego,San Diego,CA,Scotch Ale,2017,70
2328,Bronze,Heavy 80 Scotch Ale,Coal Creek TAP,Laramie,Albany,WY,Scottish Style Ale,2017,53
2329,Bronze,Stonefly Session Ale,Three Creeks Brewing Co.,Sisters,Deschutes,OR,Session Beer,2017,40
2330,Bronze,Featherweight Session IPA,Boxing Bear Brewing Co.,Albuquerque,Bernalillo,NM,Session India Pale Ale,2017,130
2331,Bronze,Croydon is Burning,Neshaminy Creek Brewing Co.,Croydon,Bucks,PA,Smoke Beer,2017,62
2332,Bronze,Hornet's Nest,The Olde Mecklenburg Brewery,Charlotte,Clinton,NC,South German Style Hefeweizen,2017,128
2333,Bronze,Agavamente,SouthNorte Beer Co.,San Diego,San Diego,CA,Specialty Beer,2017,42
2334,Bronze,Farmhouse Saison,CO-Brew,Denver,Denver,CO,Specialty Saison,2017,81
2335,Bronze,McPoyle,Mile Wide Beer Co.,Louisville,Barbour,KY,Sweet Stout or Cream Stout,2017,69
2336,Bronze,Dock Time,Stony Creek Brewery,Branford,Suwannee,CT,Vienna Style Lager,2017,87
2337,Bronze,Woody Pils,Bull & Bush Brewery,Denver,Denver,CO,Wood  and Barrel Aged Beer,2017,70
2338,Bronze,5th Anniversary Tequila Sour,Loveland Aleworks,Loveland,Larimer,CO,Wood  and Barrel Aged Sour Beer,2017,86
2339,Bronze,Barrel Aged Barleywine,Charleville Vineyard & Microbrewery,Sainte Genevieve,Ste. Genevieve,MO,Wood  and Barrel Aged Strong Beer,2017,175
2340,Bronze,Barrel-Aged Marfa Light,Big Bend Brewing Co.,Alpine,Apache,TX,Wood  and Barrel Aged Strong Stout,2017,154
2341,Gold,Quadtum Leap,Revelry Brewing Co.,Charleston,Franklin,SC,Aged Beer,2018,53
2342,Gold,Whitewall Wheat,Crank Arm Brewing Co.,Raleigh,Levy,NC,American Belgo Style Ale,2018,51
2343,Gold,Pecos Amber Lager,Texas Beer Co.,Taylor,Houston,TX,American Style Amber Lager,2018,91
2344,Gold,West Coast Swing Amber,The Mitten Brewing Co.,Grand Rapids,Kent,MI,American Style Amber/Red Ale,2018,124
2345,Gold,Alpha Force Double Tap,Uberbrew,Billings,Christian,MT,American Style Black Ale,2018,47
2346,Gold,Davy Brown Ale,Figueroa Mountain Brewing,Buellton,Santa Barbara,CA,American Style Brown Ale,2018,76
2347,Gold,Gateway Cream Ale,Lockport Brewery,Bolivar,Tangipahoa,OH,American Style Cream Ale,2018,92
2348,Gold,Raspberry Twist Lager,Garage Brewing Co.,Temecula,Riverside,CA,American Style Fruit Beer,2018,140
2349,Gold,Bine,Root Down Brewing Co.,Phoenixville,Chester,PA,American Style India Pale Ale,2018,311
2350,Gold,Lager,Appalachian Mountain Brewery - Boone,Boone,Pueblo,NC,American Style Lager or American Style Malt Liquor,2018,65
2351,Gold,B.Right On Pale Ale,Ocean Beach Brewery,San Diego,San Diego,CA,American Style Pale Ale,2018,170
2352,Gold,Rocket 100,The Austin Beer Garden Brewing Co.,Austin,Lonoke,TX,American Style Pilsener,2018,91
2353,Gold,Kveik 1,Shades of Pale Brewery,Park City,Lake,UT,American Style Sour Ale,2018,53
2354,Gold,Hooligan Stout,Old Schoolhouse Brewery,Winthrop,Little River,WA,American Style Stout,2018,43
2355,Gold,Green Battles IPA,Pinthouse Pizza North,Austin,Lonoke,TX,American Style Strong Pale Ale,2018,129
2356,Gold,Sweet As Pacific Ale,GoodLife Brewing Co.,Bend,Tehama,OR,American Style Wheat Beer,2018,54
2357,Gold,Miner's Gold,Lewis & Clark Brewing Co.,Helena,Shelby,MT,American Style Wheat Beer with Yeast,2018,37
2358,Gold,Sunshine Express,Butcherknife Brewing Co.,Steamboat Springs,Routt,CO,Australian Style Pale Ale,2018,46
2359,Gold,Odin's Sword,Big Island Brewhaus,Kamuela,#N/A,HI,Baltic Style Porter,2018,33
2360,Gold,Chicago Overcoat,Midnight Pig Beer,Plainfield,Dodge,IL,Barley Wine Style Ale,2018,52
2361,Gold,5 Branches Biere de Garde,Munkle Brewing Co.,Charleston,Franklin,SC,Belgian  and French Style Ale,2018,39
2362,Gold,Jean-Claude Van Blond,Wit's End Brewing Co.,Denver,Denver,CO,Belgian Style Blonde Ale or Pale Ale,2018,56
2363,Gold,BJ's Quad,BJ's Restaurant & Brewery - Boulder,Boulder,Boulder,CO,Belgian Style Dubbel or Quadrupel,2018,57
2364,Gold,Foxy Lady,Silver City Brewery,Bremerton,Kitsap,WA,Belgian Style Fruit Beer,2018,65
2365,Gold,Funk Yeah,Beachwood Blendery,Long Beach,Los Angeles,CA,Belgian Style Lambic or Sour Ale,2018,78
2366,Gold,Midwatch,Figurehead Brewing Co.,Seattle,King,WA,Belgian Style Strong Specialty Ale,2018,65
2367,Gold,Tripel Carmel-ite,Flix Brewhouse - Carmel,Carmel,Hamilton,IN,Belgian Style Tripel,2018,68
2368,Gold,Biére Blanche,Pedal Haus Brewery,Tempe,Maricopa,AZ,Belgian Style Witbier,2018,86
2369,Gold,Baywindow,10 Barrel Brewing Co.,Bend,Tehama,OR,Berliner Style Weisse,2018,115
2370,Gold,Guten Bock,Gilded Goat Brewing Co.,Fort Collins,Larimer,CO,Bock,2018,49
2371,Gold,Bohemian Pilsner,Gordon Biersch Brewery Restaurant - Tysons Corner,Broomfield,Broomfield,CO,Bohemian Style Pilsener,2018,84
2372,Gold,C'mon Sunshine,Birds Fly South Ale Project,Greenville,Butler,SC,Brett Beer,2018,61
2373,Gold,Maduro Brown Ale,Cigar City Brewing,Tampa,Hillsborough,FL,Brown Porter,2018,61
2374,Gold,White Legs Jalapeno Wheat,Tribute Brewing Co.,Eagle River,Anchorage,WI,Chili Beer,2018,96
2375,Gold,Coco for Coxness,Copperpoint Brewing Co.,Boynton Beach,Palm Beach,FL,Chocolate Beer,2018,59
2376,Gold,Pale Ale,Omission Brewing Co.,Portland,Ashley,OR,Classic English Style Pale Ale,2018,33
2377,Gold,Shooter McMunn's,Lost Rhino Brewing Co.,Ashburn,Turner,VA,Classic Irish Style Dry Stout,2018,54
2378,Gold,Saison,Bent Paddle Brewing Co.,Duluth,Gwinnett,MN,Classic Saison,2018,90
2379,Gold,Coffee Cream Ale,Kiitos Brewing,Salt Lake City,Salt Lake,UT,Coffee Beer,2018,92
2380,Gold,Speargun,Snake River Brewing Co.,Jackson,Clarke,WY,Coffee Stout or Porter,2018,113
2381,Gold,Iron Horse Lager,Great American Restaurants - Sweetwater Tavern Centreville,Centreville,Bibb,VA,Dark Lager,2018,62
2382,Gold,Grandpa Tractor,Barley Forge Brewing,Costa Mesa,Orange,CA,Dortmunder or German Style Oktoberfest,2018,67
2383,Gold,Midwest Red IPA,Masthead Brewing Co.,Cleveland,Blount,OH,Double Hoppy Red Ale,2018,56
2384,Gold,Get Up Offa That Brown,Golden Road Brewing - Los Angeles,Los Angeles,Los Angeles,CA,English Style Brown Ale,2018,56
2385,Gold,Castillo IPA,Alaro Craft Brewery,Sacramento,Sacramento,CA,English Style India Pale Ale,2018,50
2386,Gold,Drift,First Magnitude Brewing Co.,Gainesville,Sumter,FL,English Style Mild Ale,2018,55
2387,Gold,Liquid AC,Karl Strauss Brewing Co. - La Jolla,La Jolla,San Diego,CA,English Style Summer Ale,2018,61
2388,Gold,Feral Brute,Firestone Walker Barrelworks,Buellton,Santa Barbara,CA,Experimental Beer,2018,112
2389,Gold,Dissent,Steel Toe Brewing,Saint Louis Park,Hennepin,MN,Export Stout,2018,52
2390,Gold,Happy Amber,MadTree Brewing 2.0,Cincinnati,Appanoose,OH,Extra Special Bitter,2018,72
2391,Gold,Cool for the Summer,Lakes & Legends Brewing Co.,Minneapolis,Ottawa,MN,Field Beer,2018,90
2392,Gold,Passionate Envy,10 Barrel Brewing Co.,Bend,Tehama,OR,Fruit Wheat Beer,2018,103
2393,Gold,Pink Passionfruit Sour,BearWaters Brewing Co.,Canton,Cherokee,NC,Fruited American Style Sour Ale,2018,148
2394,Gold,Réserve Dorée de Pêche,Wooden Robot,Charlotte,Clinton,NC,Fruited Wood  and Barrel Aged Sour Beer,2018,102
2395,Gold,Legendary Red,Golden City Brewery,Golden,Jefferson,CO,German Style Altbier,2018,38
2396,Gold,Smooth Like Jazz,Revelry Brewing Co.,Charleston,Franklin,SC,German Style Doppelbock or Eisbock,2018,31
2397,Gold,Colorado Kölsch,Steamworks Brewing Co.,Durango,La Plata,CO,German Style Koelsch,2018,149
2398,Gold,Oktoberfest,Rahr & Sons Brewing Co.,Fort Worth,Tarrant,TX,German Style Maerzen,2018,129
2399,Gold,Netflix and Pils,Cannonball Creek Brewing Co.,Golden,Jefferson,CO,German Style Pilsener,2018,159
2400,Gold,Bananenhängematte,FiftyFifty Brewing - Production Facility,Truckee,Nevada,CA,German Style Wheat Ale,2018,36
2401,Gold,Puckerberry,High Hops Brewery,Windsor,Sonoma,CO,Gluten Free Beer,2018,38
2402,Gold,MadeWest Standard,MadeWest Brewing Co.,Ventura,Ventura,CA,Golden or Blonde Ale,2018,127
2403,Gold,Two of Tarts,Upland Brewing Co.,Bloomington,San Bernardino,IN,Gose,2018,112
2404,Gold,Pendragon,Royal Docks Brewhouse and Cannery,Massillon,Cedar,OH,Herb and Spice Beer,2018,130
2405,Gold,Pushing Trees,Central Standard Brewing,Wichita,Sedgwick,KS,Historical Beer,2018,38
2406,Gold,Belgian Honey Blonde,No Clue Craft Brewery,Rancho Cucamonga,San Bernardino,CA,Honey Beer,2018,79
2407,Gold,Nobility,Noble Ale Works,Anaheim,Orange,CA,Imperial India Pale Ale,2018,157
2408,Gold,Happy Days,Claremont Craft Ales,Claremont,Los Angeles,CA,Imperial Red Ale,2018,45
2409,Gold,Kill the Lights,The Tap Brewery,Bloomington,San Bernardino,IN,Imperial Stout,2018,86
2410,Gold,Mai Tai P.A.,Alvarado Street Brewery & Grill,Monterey,Monterey,CA,International Style Pale Ale,2018,23
2411,Gold,Wooden Teeth,Turtle Mountain Brewing Co.,Rio Rancho,Sandoval,NM,International Style Pilsener,2018,86
2412,Gold,Scarlet > Fire,Tighthead Brewing Co.,Mundelein,Lake,IL,Irish Style Red Ale,2018,81
2413,Gold,New England Style Double IPA,Black Market Brewing Co.,Temecula,Riverside,CA,Juicy or Hazy Imperial or Double India Pale Ale,2018,150
2414,Gold,Le Jus,Alarmist Brewing,Chicago,Cook,IL,Juicy or Hazy India Pale Ale,2018,391
2415,Gold,Voodoo,Tin Roof Brewing Co.,Baton Rouge,East Baton Rouge,LA,Juicy or Hazy Pale Ale,2018,132
2416,Gold,Keller Pils,Summit Brewing Co.,Saint Paul,Aleutians West,MN,Kellerbier or Zwickelbier,2018,67
2417,Gold,Altitude Banquet,Altitude Chophouse and Brewery,Laramie,Albany,WY,Light Lager,2018,63
2418,Gold,Druif,pFriem Family Brewers,Hood River,Hood River,OR,Mixed Culture Brett Beer,2018,77
2419,Gold,Chuckanut Dunkel,Chuckanut - South Nut,Burlington,Kit Carson,WA,Munich Style Dunkel or European Style Dark Lager,2018,52
2420,Gold,Hell Yes,The Austin Beer Garden Brewing Co.,Austin,Lonoke,TX,Munich Style Helles,2018,99
2421,Gold,Shoshone Stout,Glenwood Canyon Brewing Co.,Glenwood Springs,Garfield,CO,Oatmeal Stout,2018,59
2422,Gold,Drunkard's Cloak,Banded Oak Brewing Co.,Denver,Denver,CO,Old Ale or Strong Ale,2018,37
2423,Gold,Sawtooth Ale,Left Hand Brewing Co.,Longmont,Boulder,CO,Ordinary or Special Bitter,2018,41
2424,Gold,Pour le Mineur,Corridor Brewery & Provisions,Chicago,Cook,IL,Other Belgian Style Ale,2018,41
2425,Gold,Golden Prairie Doppel Alt,Argus Brewery,Chicago,Cook,IL,Other Strong Beer,2018,44
2426,Gold,Gordgeous,NoDa Brewing Co. - NE,Charlotte,Clinton,NC,Pumpkin/Squash Beer or Pumpkin Spice Beer,2018,38
2427,Gold,Lomporter,Lompoc Brewing - The 5th Quadrant,Portland,Ashley,OR,Robust Porter,2018,91
2428,Gold,Rye Dawn,Breakwater Brewing Co.,Oceanside,San Diego,CA,Rye Beer,2018,57
2429,Gold,Real Heavy,Real Ale Brewing Co.,Blanco,San Juan,TX,Scotch Ale,2018,53
2430,Gold,Taildragger Clan-Destine,Saddle Mountain Brewing Co.,Goodyear,Maricopa,AZ,Scottish Style Ale,2018,40
2431,Gold,Natural Bridge: Vienna Lager,Eppig Brewing,San Diego,San Diego,CA,Session Beer,2018,50
2432,Gold,The Coachman,Societe Brewing Co.,San Diego,San Diego,CA,Session India Pale Ale,2018,92
2433,Gold,St. Chuck's Smoke,Rogue Ales Issaquah Brewhouse,Issaquah,King,WA,Smoke Beer,2018,50
2434,Gold,Civil Rest,Little Brother Brewing,Greensboro,Hale,NC,South German Style Hefeweizen,2018,152
2435,Gold,Graham Cracker Porter,Denver Beer Co. - Canworks,Denver,Denver,CO,Specialty Beer,2018,55
2436,Gold,Apricot Saison,105 West Brewing Co.,Castle Rock,Douglas,CO,Specialty Saison,2018,116
2437,Gold,Moozie,Brink Brewing Co.,Cincinnati,Appanoose,OH,Sweet Stout or Cream Stout,2018,56
2438,Gold,Oktoberfest,SKA Brewing,Durango,La Plata,CO,Vienna Style Lager,2018,92
2439,Gold,Barrel Aged Japance Off,Denver Beer Co. - Olde Town Arvada,Arvada,Jefferson,CO,Wood  and Barrel Aged Beer,2018,77
2440,Gold,3 Barrel Circus,River Dog Brewing Co.,Bluffton,Yell,SC,Wood  and Barrel Aged Sour Beer,2018,76
2441,Gold,Santa's Brass,Drake's Brewing Co.,San Leandro,Alameda,CA,Wood  and Barrel Aged Strong Beer,2018,162
2442,Gold,70K Amburana,Against the Grain Brewery,Louisville,Barbour,KY,Wood  and Barrel Aged Strong Stout,2018,177
2443,Silver,"Lock, Stock and Brandy Barrel",Maize Valley Craft Brewery,Hartville,Wright,OH,Aged Beer,2018,53
2444,Silver,#4.5 Dry Hopped Saison,Brown Truck Brewery,High Point,Hernando,NC,American Belgo Style Ale,2018,51
2445,Silver,Märzen,Sudwerk Brewing Co.,Davis,Yolo,CA,American Style Amber Lager,2018,91
2446,Silver,Sepia Amber,Hopping Gnome Brewing Co.,Wichita,Sedgwick,KS,American Style Amber/Red Ale,2018,124
2447,Silver,Black the Riipper,Riip Beer Co.,Huntington Beach,Orange,CA,American Style Black Ale,2018,47
2448,Silver,Groundswell Piloncillo Brown Ale,Groundswell Brewing Co.,Santee,San Diego,CA,American Style Brown Ale,2018,76
2449,Silver,Dayblazer Easygoing Ale,New Belgium Brewing Co. - Ft. Collins,Fort Collins,Larimer,CO,American Style Cream Ale,2018,92
2450,Silver,Cherry Blonde,Ignite Brewing Co.,Barberton,Summit,OH,American Style Fruit Beer,2018,140
2451,Silver,Not an IPA (P.S. it's an IPA),Appalachian Mountain Brewery - Portsmouth,Portsmouth,Shelby,NH,American Style India Pale Ale,2018,311
2452,Silver,American Lager,Castle Island Brewing Co.,Norwood,San Miguel,MA,American Style Lager or American Style Malt Liquor,2018,65
2453,Silver,Neighborhood,Ventura Coast Brewing Co.,Ventura,Ventura,CA,American Style Pale Ale,2018,170
2454,Silver,NZ Pils,Wolverine State Brewing Co.,Ann Arbor,Washtenaw,MI,American Style Pilsener,2018,91
2455,Silver,Brevity,Brewery Silvaticus,Amesbury,#N/A,MA,American Style Sour Ale,2018,53
2456,Silver,P2P,10 Barrel Brewing Co.,Bend,Tehama,OR,American Style Stout,2018,43
2457,Silver,Easy Runaway,Old Schoolhouse Brewery,Winthrop,Little River,WA,American Style Strong Pale Ale,2018,129
2458,Silver,Goofy Footed,Escape Brewing Co.,Trinity,Morgan,FL,American Style Wheat Beer,2018,54
2459,Silver,Fuzztail,Sunriver Brewing,Sunriver,Deschutes,OR,American Style Wheat Beer with Yeast,2018,37
2460,Silver,Strata IPA,Worthy Brewing Co.,Bend,Tehama,OR,Australian Style Pale Ale,2018,46
2461,Silver,Death and the Maiden,Cambridge Brewing Co.,Cambridge,Washington,MA,Baltic Style Porter,2018,33
2462,Silver,Barnacled Manatee,Walking Tree Brewery,Vero Beach,Indian River,FL,Barley Wine Style Ale,2018,52
2463,Silver,Biere de Garde,Blackberry Farm Brewery,Walland,Blount,TN,Belgian  and French Style Ale,2018,39
2464,Silver,Singel,Hardywood West Creek,Richmond,Little River,VA,Belgian Style Blonde Ale or Pale Ale,2018,56
2465,Silver,Kung Fu Smurf,Bastone Brewery,Royal Oak,Talbot,MI,Belgian Style Dubbel or Quadrupel,2018,57
2466,Silver,Blood-Orange Wit,Great Basin Brewing Co. - Sparks,Sparks,Cook,NV,Belgian Style Fruit Beer,2018,65
2467,Silver,Triad,IMBIB Custom Brews,Reno,Grady,NV,Belgian Style Lambic or Sour Ale,2018,78
2468,Silver,Qualified,Taxman Brewing Co.,Bargersville,Johnson,IN,Belgian Style Strong Specialty Ale,2018,65
2469,Silver,Belgian Tripel,Village Idiot Brewing Co.,Mount Holly,Union,NJ,Belgian Style Tripel,2018,68
2470,Silver,Optimal Wit,Port City Brewing Co.,Alexandria,Calhoun,VA,Belgian Style Witbier,2018,86
2471,Silver,Germophile,Rowley Farmhouse Ales,Santa Fe,Alachua,NM,Berliner Style Weisse,2018,115
2472,Silver,New Kids on Maibock,Independent Brewing Co.,Bel Air,Harford,MD,Bock,2018,49
2473,Silver,Pompey's Pilsner,Lewis & Clark Brewing Co.,Helena,Shelby,MT,Bohemian Style Pilsener,2018,84
2474,Silver,Terroir Pinot Gris,Alesong Brewing & Blending,Eugene,Cole,OR,Brett Beer,2018,61
2475,Silver,Brown Claw,Kern River Brewing Co.,Kernville,Kern,CA,Brown Porter,2018,61
2476,Silver,Chamuco,Künstler Brewing,San Antonio,Conejos,TX,Chili Beer,2018,96
